Year,Quarter,GMR (Greater Metropolitan Region),Greater Sydney,Rings,Local Government Areas (LGAs),DwellingType,"First Quartile Sales Price
$'000s","Median Sales Price
$'000s","Third Quartile Sales Price
'000s","Mean Sales Price
$'000s","Sales
No.",Qtly change in Median,Annual change in Median,Qtly change in Count,Annual change in Count
2018,Q3,Total,Total,Total,Total,Total,437,625,865,765,"20,378",-5.30%,-8.09%,-21.73%,-38.74%
2018,Q3,Total,Total,Total,Total,Non Strata,420,615,875,769,"14,357",-6.11%,-9.56%,-19.09%,-36.38%
2018,Q3,Total,Total,Total,Total,Strata,475,650,850,756,"6,021",-2.29%,-3.70%,-27.39%,-43.72%
2018,Q3,Total,Total,Total,Albury,Total,238,305,410,335,237,2.69%,-4.69%,0.00%,-25.24%
2018,Q3,Total,Total,Total,Albury,Non Strata,271,355,435,367,193,4.72%,6.88%,5.46%,-25.19%
2018,Q3,Total,Total,Total,Albury,Strata,154,211,232,198,44,2.68%,-10.21%,-18.52%,-25.42%
2018,Q3,Total,Total,Total,Armidale Regional,Total,278,350,457,378,115,7.69%,2.26%,43.75%,-10.16%
2018,Q3,Total,Total,Total,Armidale Regional,Non Strata,290,359,476,396,104,5.44%,3.91%,46.48%,-5.45%
2018,Q3,Total,Total,Total,Armidale Regional,Strata,156,199,245,208,s,-21.96%,-20.24%,22.22%,-38.89%
2018,Q3,Total,Total,Total,Ballina,Total,490,595,727,627,150,-8.46%,0.17%,-22.28%,-23.08%
2018,Q3,Total,Total,Total,Ballina,Non Strata,545,640,803,693,95,-7.91%,0.00%,-23.39%,-28.03%
2018,Q3,Total,Total,Total,Ballina,Strata,400,482,605,513,55,-5.49%,12.09%,-20.29%,-12.70%
2018,Q3,Total,Total,Total,Balranald,Total,-,-,-,-,-,-,-,-,-
2018,Q3,Total,Total,Total,Balranald,Non Strata,-,-,-,-,-,-,-,-,-
2018,Q3,Total,Total,Total,Bathurst Regional,Total,350,433,510,443,168,-1.14%,8.13%,-4.55%,-24.32%
2018,Q3,Total,Total,Total,Bathurst Regional,Non Strata,370,443,528,456,154,-0.56%,7.40%,-4.94%,-22.61%
2018,Q3,Total,Total,Total,Bathurst Regional,Strata,282,308,329,299,s,0.82%,2.50%,0.00%,-39.13%
2018,Q3,Total,Total,Total,Bayside,Total,669,800,1024,889,326,-1.23%,-3.54%,-34.14%,-55.34%
2018,Q3,Total,Total,Total,Bayside,Non Strata,1008,1195,1388,1219,111,-8.43%,-14.03%,-17.16%,-47.89%
2018,Q3,Total,Total,Total,Bayside,Strata,620,700,808,719,215,-3.45%,-4.11%,-40.44%,-58.41%
2018,Q3,Total,Total,Total,Bega Valley,Total,331,449,595,464,150,-0.33%,6.79%,-24.24%,-34.78%
2018,Q3,Total,Total,Total,Bega Valley,Non Strata,390,485,633,513,103,-2.81%,-1.77%,-26.95%,-38.69%
