Year,Quarter,GMR (Greater Metropolitan Region),Greater Sydney,Rings,Local Government Areas (LGAs),DwellingType,"First Quartile Sales Price
$'000s","Median Sales Price
$'000s","Third Quartile Sales Price
'000s","Mean Sales Price
$'000s","Sales
No.",Qtly change in Median,Annual change in Median,Qtly change in Count,Annual change in Count
2019,Q1,Total,Total,Total,Total,Total,455,635,870,764,"19,558",-2.31%,-5.08%,-23.09%,-30.87%
2019,Q2,Total,Total,Total,Total,Non Strata,440,630,895,779,"13,598",-3.08%,-5.26%,-23.30%,-28.73%
2019,Q2,Total,Total,Total,Total,Strata,485,640,830,730,"5,960",-3.03%,-4.48%,-22.62%,-35.30%
2019,Q2,Total,Total,Total,Albury,Total,240,320,415,340,198,4.92%,4.92%,-24.14%,-27.47%
2019,Q2,Total,Total,Total,Albury,Non Strata,260,352,438,370,162,-1.54%,4.30%,-24.30%,-22.49%
2019,Q2,Total,Total,Total,Albury,Strata,156,212,240,205,36,0.12%,-1.28%,-23.40%,-43.75%
2019,Q2,Total,Total,Total,Armidale Regional,Total,265,350,459,355,87,0.72%,1.45%,-32.56%,-33.08%
2019,Q2,Total,Total,Total,Armidale Regional,Non Strata,266,360,461,362,80,1.41%,2.86%,-31.03%,-33.33%
2019,Q2,Total,Total,Total,Armidale Regional,Strata,-,-,-,-,-,-,-,-,-
2019,Q2,Total,Total,Total,Ballina,Total,500,577,730,635,116,-5.80%,-7.38%,-36.26%,-38.95%
2019,Q2,Total,Total,Total,Ballina,Non Strata,553,640,773,698,71,-3.94%,-11.72%,-40.83%,-41.32%
2019,Q2,Total,Total,Total,Ballina,Strata,390,515,625,536,45,10.75%,5.10%,-27.42%,-34.78%
2019,Q2,Total,Total,Total,Balranald,Total,-,-,-,-,-,-,-,-,-
2019,Q2,Total,Total,Total,Balranald,Non Strata,-,-,-,-,-,-,-,-,-
2019,Q2,Total,Total,Total,Bathurst Regional,Total,345,425,534,440,143,-3.41%,4.49%,-21.43%,-33.80%
2019,Q2,Total,Total,Total,Bathurst Regional,Non Strata,365,435,548,457,129,-4.13%,4.82%,-22.29%,-34.85%
2019,Q2,Total,Total,Total,Bathurst Regional,Strata,272,310,331,289,s,0.81%,-8.15%,-12.50%,-22.22%
2019,Q2,Total,Total,Total,Bayside,Total,630,750,988,834,363,-6.25%,-10.18%,-19.33%,-35.64%
2019,Q2,Total,Total,Total,Bayside,Non Strata,970,1138,1325,1176,98,-5.21%,-14.31%,-36.36%,-44.32%
2019,Q2,Total,Total,Total,Bayside,Strata,595,675,810,707,265,-2.88%,-7.53%,-10.47%,-31.70%
2019,Q2,Total,Total,Total,Bega Valley,Total,345,422,581,463,133,-9.25%,-2.99%,-26.11%,-30.73%
2019,Q2,Total,Total,Total,Bega Valley,Non Strata,390,485,615,515,100,-2.81%,1.04%,-20.63%,-27.54%
