Year,Quarter,GMR (Greater Metropolitan Region),Greater Sydney,Rings,Local Government Areas (LGAs),DwellingType,"First Quartile Sales Price
$'000s","Median Sales Price
$'000s","Third Quartile Sales Price
'000s","Mean Sales Price
$'000s","Sales
No.",Qtly change in Median,Annual change in Median,Qtly change in Count,Annual change in Count
2018,Q1,Total,Total,Total,Total,Total,465,655,913,802,26046,-2.96%,0.00%,-19.39%,-19.00%
2018,Q1,Total,Total,Total,Total,Non Strata,449,655,950,833,17865,-3.68%,0.77%,-19.66%,-15.72%
2018,Q1,Total,Total,Total,Total,Strata,495,660,862,734,8181,-1.90%,-0.96%,-18.81%,-25.34%
2018,Q1,Total,Total,Total,Albury,Total,236,297,390,323,264,-7.27%,-1.74%,-15.38%,3.13%
2018,Q1,Total,Total,Total,Albury,Non Strata,260,335,418,350,200,1.06%,-4.43%,-21.26%,-1.48%
2018,Q1,Total,Total,Total,Albury,Strata,162,215,281,237,64,-7.53%,7.50%,10.34%,20.75%
2018,Q1,Total,Total,Total,Armidale Regional,Total,288,345,451,370,115,1.47%,6.15%,-8.73%,1.77%
2018,Q1,Total,Total,Total,Armidale Regional,Non Strata,290,350,460,376,108,1.45%,6.06%,0.00%,8.00%
2018,Q1,Total,Total,Total,Armidale Regional,Strata,-,-,-,-,-,-,-,-,-
2018,Q1,Total,Total,Total,Ballina,Total,500,639,850,712,176,7.53%,14.73%,-9.74%,-22.81%
2018,Q1,Total,Total,Total,Ballina,Non Strata,578,727,946,806,114,13.59%,16.93%,-13.64%,-17.39%
2018,Q1,Total,Total,Total,Ballina,Strata,413,495,648,538,62,15.12%,11.99%,-1.59%,-31.11%
2018,Q1,Total,Total,Total,Balranald,Total,-,-,-,-,-,-,-,-,-
2018,Q1,Total,Total,Total,Balranald,Non Strata,-,-,-,-,-,-,-,-,-
2018,Q1,Total,Total,Total,Bathurst,Total,339,403,494,428,212,1.10%,-1.61%,-4.07%,-17.19%
2018,Q1,Total,Total,Total,Bathurst,Non Strata,345,413,508,437,194,0.86%,-2.94%,-2.02%,-15.65%
2018,Q1,Total,Total,Total,Bathurst,Strata,285,338,364,326,s,12.50%,15.38%,-21.74%,-30.77%
2018,Q1,Total,Total,Total,Bayside,Total,671,805,1108,933,495,-1.04%,-4.73%,-25.79%,-34.52%
2018,Q1,Total,Total,Total,Bayside,Non Strata,1127,1303,1621,1349,152,-6.29%,-11.90%,-25.49%,-16.48%
2018,Q1,Total,Total,Total,Bayside,Strata,645,720,831,748,343,0.00%,-4.00%,-25.92%,-40.24%
2018,Q1,Total,Total,Total,Bega Valley,Total,336,430,530,438,183,2.38%,6.97%,-19.74%,-15.28%
2018,Q1,Total,Total,Total,Bega Valley,Non Strata,401,470,557,485,130,-4.08%,5.00%,-22.16%,-21.69%
2018,Q1,Total,Total,Total,Bega Valley,Strata,249,315,399,323,53,9.76%,5.18%,-13.11%,6.00%
2018,Q1,Total,Total,Total,Bellingen,Total,383,513,606,519,46,0.59%,0.10%,-19.30%,-37.84%
2018,Q1,Total,Total,Total,Bellingen,Non Strata,383,513,606,519,46,0.59%,-2.84%,-19.30%,-35.21%
2018,Q1,Total,Total,Total,Berrigan,Total,186,230,290,250,37,-9.80%,17.20%,2.78%,2.78%
2018,Q1,Total,Total,Total,Berrigan,Non Strata,186,230,290,250,37,-9.80%,17.20%,2.78%,2.78%
2018,Q1,Total,Total,Total,Blacktown,Total,625,706,850,731,923,-1.94%,-1.94%,-13.50%,-20.16%
2018,Q1,Total,Total,Total,Blacktown,Non Strata,665,755,871,773,733,-3.82%,-1.94%,-12.63%,-20.15%
2018,Q1,Total,Total,Total,Blacktown,Strata,491,590,650,572,190,5.17%,2.16%,-16.67%,-20.17%
2018,Q1,Total,Total,Total,Bland,Total,160,190,258,212,s,18.75%,32.87%,0.00%,5.26%
2018,Q1,Total,Total,Total,Bland,Non Strata,160,190,258,212,s,18.75%,32.87%,0.00%,5.26%
2018,Q1,Total,Total,Total,Blayney,Total,253,300,350,333,s,-17.24%,-11.11%,-28.57%,-28.57%
2018,Q1,Total,Total,Total,Blayney,Non Strata,253,300,350,333,s,-17.24%,-11.11%,-28.57%,-28.57%
2018,Q1,Total,Total,Total,Blue Mountains,Total,569,660,760,689,290,-2.98%,2.29%,-12.12%,-17.38%
2018,Q1,Total,Total,Total,Blue Mountains,Non Strata,585,673,769,702,271,-2.00%,2.36%,-13.14%,-16.36%
2018,Q1,Total,Total,Total,Blue Mountains,Strata,404,520,570,503,s,-1.89%,2.77%,5.56%,-29.63%
2018,Q1,Total,Total,Total,Bogan,Total,-,-,-,-,-,-,-,-,-
2018,Q1,Total,Total,Total,Bogan,Non Strata,-,-,-,-,-,-,-,-,-
2018,Q1,Total,Total,Total,Bourke,Total,-,-,-,-,-,-,-,-,-
2018,Q1,Total,Total,Total,Bourke,Non Strata,-,-,-,-,-,-,-,-,-
2018,Q1,Total,Total,Total,Broken Hill,Total,78,120,160,126,63,31.87%,14.29%,-35.05%,-23.17%
2018,Q1,Total,Total,Total,Broken Hill,Non Strata,78,120,160,126,63,31.87%,14.29%,-35.05%,-23.17%
2018,Q1,Total,Total,Total,Burwood,Total,711,955,1333,1142,62,-4.50%,16.04%,-50.40%,-45.13%
2018,Q1,Total,Total,Total,Burwood,Non Strata,1348,1665,1938,1812,s,4.39%,-3.20%,-51.22%,-39.39%
2018,Q1,Total,Total,Total,Burwood,Strata,699,763,958,823,42,-14.27%,-1.10%,-50.00%,-47.50%
2018,Q1,Total,Total,Total,Byron,Total,710,910,1340,1077,133,9.64%,0.28%,-28.11%,-18.90%
2018,Q1,Total,Total,Total,Byron,Non Strata,775,935,1500,1132,97,4.00%,-1.48%,-25.95%,-18.49%
2018,Q1,Total,Total,Total,Byron,Strata,647,718,1200,926,36,5.13%,-1.03%,-33.33%,-20.00%
2018,Q1,Total,Total,Total,Cabonne,Total,250,300,485,362,39,-11.63%,3.90%,-27.78%,-7.14%
2018,Q1,Total,Total,Total,Cabonne,Non Strata,250,300,485,362,39,-11.63%,3.90%,-27.78%,-7.14%
2018,Q1,Total,Total,Total,Camden,Total,690,756,857,801,322,1.34%,3.08%,-13.44%,-21.65%
2018,Q1,Total,Total,Total,Camden,Non Strata,700,765,868,810,309,1.59%,3.38%,-12.96%,-19.74%
2018,Q1,Total,Total,Total,Camden,Strata,495,556,685,573,s,-3.47%,7.96%,-23.53%,-50.00%
2018,Q1,Total,Total,Total,Campbelltown,Total,540,612,675,616,512,-2.86%,-0.41%,-9.70%,-14.67%
2018,Q1,Total,Total,Total,Campbelltown,Non Strata,592,640,698,652,410,-2.29%,0.23%,-7.03%,-13.50%
