Year,Quarter,GMR (Greater Metropolitan Region),Greater Sydney,Rings,Local Government Areas (LGAs),DwellingType,"First Quartile Sales Price
$'000s","Median Sales Price
$'000s","Third Quartile Sales Price
'000s","Mean Sales Price
$'000s","Sales
No.",Qtly change in Median,Annual change in Median,Qtly change in Count,Annual change in Count
2019,Q2,Total,Total,Total,Total,Total,475,651,920,906,"25,870",0.93%,-3.56%,25.22%,-15.87%
2019,Q2,Total,Total,Total,Total,Non Strata,458,650,950,830,"17,305",1.56%,-3.70%,20.68%,-14.55%
2019,Q2,Total,Total,Total,Total,Strata,500,655,865,1060,"8,565",1.55%,-3.53%,35.54%,-18.42%
2019,Q2,Total,Total,Total,Albury,Total,233,301,393,321,210,-7.68%,-3.06%,0.00%,-27.84%
2019,Q2,Total,Total,Total,Albury,Non Strata,267,330,414,351,163,-8.08%,-3.08%,-5.23%,-28.51%
2019,Q2,Total,Total,Total,Albury,Strata,160,223,266,217,47,3.73%,24.30%,23.68%,-25.40%
2019,Q2,Total,Total,Total,Armidale Regional,Total,246,310,388,325,106,-13.89%,-6.49%,13.98%,-10.17%
2019,Q2,Total,Total,Total,Armidale Regional,Non Strata,250,320,395,333,97,-11.11%,-7.11%,12.79%,-10.19%
2019,Q2,Total,Total,Total,Armidale Regional,Strata,-,-,-,-,-,-,-,-,-
2019,Q2,Total,Total,Total,Ballina,Total,510,610,769,665,152,4.27%,-6.15%,19.69%,-18.28%
2019,Q2,Total,Total,Total,Ballina,Non Strata,570,653,840,741,98,0.54%,-9.37%,30.67%,-26.32%
2019,Q2,Total,Total,Total,Ballina,Strata,400,495,620,529,54,-4.35%,-1.00%,3.85%,1.89%
2019,Q2,Total,Total,Total,Balranald,Total,-,-,-,-,-,-,-,-,-
2019,Q2,Total,Total,Total,Balranald,Non Strata,-,-,-,-,-,-,-,-,-
2019,Q2,Total,Total,Total,Bathurst Regional,Total,349,396,480,422,166,-6.87%,-7.95%,15.28%,-2.92%
2019,Q2,Total,Total,Total,Bathurst Regional,Non Strata,350,410,484,430,154,-6.82%,-6.82%,18.46%,-2.53%
2019,Q2,Total,Total,Total,Bathurst Regional,Strata,258,345,371,322,s,11.13%,7.66%,-14.29%,-7.69%
2019,Q2,Total,Total,Total,Bayside,Total,635,795,1040,856,616,3.25%,-6.47%,54.39%,-7.37%
2019,Q2,Total,Total,Total,Bayside,Non Strata,960,1127,1350,1181,174,-2.02%,-13.33%,56.76%,0.58%
2019,Q2,Total,Total,Total,Bayside,Strata,599,690,825,728,442,1.47%,-7.63%,53.47%,-10.16%
2019,Q2,Total,Total,Total,Bega Valley,Total,375,455,580,475,169,6.43%,-1.62%,17.36%,-13.78%
2019,Q2,Total,Total,Total,Bega Valley,Non Strata,399,515,621,518,125,5.64%,-1.90%,15.74%,-18.83%
2019,Q2,Total,Total,Total,Bega Valley,Strata,268,355,450,353,44,17.84%,14.52%,22.22%,4.76%
2019,Q2,Total,Total,Total,Bellingen,Total,386,486,588,512,40,-8.69%,1.30%,-9.09%,-21.57%
2019,Q2,Total,Total,Total,Bellingen,Non Strata,413,498,593,523,38,-6.57%,3.65%,-13.64%,-25.49%
2019,Q2,Total,Total,Total,Bellingen,Strata,-,-,-,-,-,-,-,-,-
2019,Q2,Total,Total,Total,Berrigan,Total,136,174,267,210,s,-24.35%,-34.09%,-43.59%,-57.69%
2019,Q2,Total,Total,Total,Berrigan,Non Strata,136,174,267,210,s,-29.6%,-35.3%,-38.9%,-56.0%
2019,Q2,Total,Total,Total,Blacktown,Total,570,660,799,679,897,1.85%,-5.71%,25.45%,-6.95%
2019,Q2,Total,Total,Total,Blacktown,Non Strata,600,705,815,711,747,2.92%,-5.37%,27.47%,-0.66%
2019,Q2,Total,Total,Total,Blacktown,Strata,441,538,597,521,150,-0.46%,-7.21%,16.28%,-29.25%
2019,Q2,Total,Total,Total,Bland,Total,102,165,274,184,s,1.54%,-12.22%,-20.00%,-11.11%
2019,Q2,Total,Total,Total,Bland,Non Strata,102,165,274,184,s,1.54%,-12.22%,-20.00%,-11.11%
2019,Q2,Total,Total,Total,Blayney,Total,250,300,375,303,s,-24.05%,-10.45%,0.00%,-22.22%
2019,Q2,Total,Total,Total,Blayney,Non Strata,250,300,375,303,s,-24.05%,-10.45%,0.00%,-22.22%
2019,Q2,Total,Total,Total,Blue Mountains,Total,545,640,748,665,295,-1.06%,-2.93%,21.40%,-14.74%
2019,Q2,Total,Total,Total,Blue Mountains,Non Strata,550,650,760,673,278,0.00%,-2.67%,24.66%,-15.24%
2019,Q2,Total,Total,Total,Blue Mountains,Strata,490,565,600,538,s,0.44%,9.71%,-15.00%,-5.56%
2019,Q2,Total,Total,Total,Bogan,Total,-,-,-,-,-,-,-,-,-
